tender_no.,tender_description,agency,award_date,tender_detail_status,supplier_name,Price,Years experience ,no of s project done
AVA000ETT15000039,TENDER FOR THE TWO-YEAR COMPREHENSIVE MAINTENANCE AND REPAIR SERVICES FOR 16 UNITS OF AGILENT BRAND GAS AND LIQUID CHROMATOGRAPHY SYSTEMS AT AGRI-FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (718837),Agri-food and Veterinary Authority,24-12-2015,Awarded to Suppliers,Agilent Technologies Singapore (Sales) Pte Ltd,107688,3,1
AVA000ETT15000040,Tender for Contact Centre Services,Agri-food and Veterinary Authority,27-11-2015,Awarded to Suppliers,TELEMARKETING ASIA (SINGAPORE) PTE LTD,1567142.43,3,1
AVA000ETT15000041,TENDER FOR THE THREE-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF LIQUID NITROGEN FOR LAB USE AT AGRI-FOOD & VETERINARY AUTHORITY NO. 6 & 10 PERAHU ROAD (718827 & 718837),Agri-food and Veterinary Authority,10-02-2016,Awarded to Suppliers,AIR LIQUIDE SINGAPORE PRIVATE LIMITED,165450,3,1
AVA000ETT15000042,Tender for the proposed erection of an Animal Facility on Lot 03491A PT MK11 at Sungei Tengah Road (Western Water Catchment Planning Area),Agri-food and Veterinary Authority,15-12-2015,Awarded to Suppliers,ZHENGDA CORPORATION PTE. LTD.,6695472,3,1
AVA000ETT15000043,Tender for the Operation of cafeteria at the Veterinary Public Health Centre (VPHC) at 10 Perahu Road Singapore 718837 for a period of one year with an option to renew for another one plus one year,Agri-food and Veterinary Authority,04-02-2016,Awarded to Suppliers,Mr Tan Kim Leng,2400,3,1
AVA000ETT15000044,"TENDER FOR THE SUPPLY, DELIVERY AND COMMISSIONING OF FLUORESCENCE INVERTED MICROSCOPE FOR LABORATORY USE",Agri-food and Veterinary Authority,09-03-2016,Awarded to Suppliers,LEICA MICROSYSTEMS (SEA) PTE LTD,60179.08,3,1
AVA000ETT15000045,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF DISPOSABLE CENTRIFUGAL FILTERING DEVICES FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),Agri-food and Veterinary Authority,30-03-2016,Awarded to Suppliers,Bio Laboratories Pte Ltd,32600,3,1
AVA000ETT15000045,TENDER FOR THE TWO-YEAR PERIOD CONTRACT FOR THE SUPPLY AND DELIVERY OF DISPOSABLE CENTRIFUGAL FILTERING DEVICES FOR LAB USE AT AGRI - FOOD & VETERINARY AUTHORITY NO. 10 PERAHU ROAD (S718837),Agri-food and Veterinary Authority,30-03-2016,Awarded to Suppliers,SARTORIUS SINGAPORE PTE. LTD.,13680,3,1
AVA000ETT15000046,Tender for Term Contract for the Provision of Comprehensive Maintenance of Motor Vehicles for a period of three (3) years (where the 3rd year is optional),Agri-food and Veterinary Authority,30-12-2015,Awarded to Suppliers,KING AUTO TECHNOLOGIES & ENGINEERING PTE. LTD.,121140,3,1
AVA000ETT15000047,TENDER FOR THE PROVISION FOR THE SERVICING OF MAIN LOW TENSION PANEL OF MAC GENERATORS AT MARINE AQUACULTURE CENTRE,Agri-food and Veterinary Authority,04-03-2016,Awarded to Suppliers,CA FACILITIES PTE. LTD.,43320,3,1
AVA000ETT15000048,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Gamma Spectrometer",Agri-food and Veterinary Authority,23-02-2016,Awarded to Suppliers,SECOM (SINGAPORE) PTE LTD,231995.48,3,1
AVA000ETT15000049,"Tender for the Supply, Delivery, Installation, Testing and Commissioning of One (1) Unit of Liquid Scintillation Spectrometer",Agri-food and Veterinary Authority,15-02-2016,Awarded to Suppliers,QT Instruments (S) Pte Ltd,112500,3,1
AVA000ETT15000052,Tender for provision of bus transportation services for a period of three (3) years,Agri-food and Veterinary Authority,01-12-2015,Awarded to No Suppliers,Unknown,0,3,1
AVA000ETT15000053,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the repainting of buildings at Sembawang Animal Quarantine Station (SAQS) and Changi Animal & Plant Quarantine Station (CAPQ)",Agri-food and Veterinary Authority,05-02-2016,Awarded to Suppliers,UNICOAT PTE. LTD.,73031.25,3,1
AVA000ETT15000054,Tender for the provision of waste disposal services to clear dead fish,Agri-food and Veterinary Authority,12-01-2015,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,28725,3,1
AVA000ETT15000055,Tender for period contract for the supply of disposable columns for lab use for a period of two (2) years (where the 2nd year is optional),Agri-food and Veterinary Authority,06-04-2016,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,438725,3,1
AVA000ETT15000056,"Tender for the provision of crew and ship maintenance of AVA's vessel, sparrowhawk for a period of three (3) years (with the 2nd and 3rd year being optional)",Agri-food and Veterinary Authority,19-02-2016,Awarded to Suppliers,Lita Ocean Pte. Ltd.,718200,3,1
AVA000ETT15000058,Tender for the provision of services to transport animals and equipment,Agri-food and Veterinary Authority,03-02-2016,Awarded to Suppliers,2ND PET TAXI & CREMATION SERVICES,3180,3,1
AVA000ETT15000060,Tender to supply and deliver dry ice to AVA for a period of 2 years (where the 2nd year is optional),Agri-food and Veterinary Authority,31-03-2016,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,61152,3,1
AVA000ETT15000061,Tender for Conference Package and Hotel Accommodation for ASEAN Meeting in 2016,Agri-food and Veterinary Authority,11-03-2016,Awarded to Suppliers,CONRAD CENTENNIAL SINGAPORE,145222,3,1
AVA000ETT15000062,Tender for a two-year period contract for the supply of single step listeria enrichment broth complete with antibiotics,Agri-food and Veterinary Authority,07-06-2016,Awarded to Suppliers,THERMO SCIENTIFIC MICROBIOLOGY PTE. LTD.,87200,3,1
AVA000ETT16000002,Tender for the Disposal of general waste at Lim Chu Kang (End) Jetty,Agri-food and Veterinary Authority,13-05-2016,Awarded to Suppliers,V8 ENVIRONMENTAL PTE LTD,184500,3,1
AVA000ETT16000003,"Tender for the Provision, Installation and Maintenance of Floating Cage System Off Pulau Tekong",Agri-food and Veterinary Authority,25-07-2016,Awarded to Suppliers,DATAWIN ENTERPRISES,709900,3,1
AVA000ETT16000004,Insurance broker services for Agri-Food & Veterinary Authority (AVA),Agri-food and Veterinary Authority,31-03-2016,Awarded to Suppliers,KIB INSURANCE BROKERS (S) PTE LTD,587158.1,3,1
AVA000ETT16000005,"Supply, installation and commissioning of one (1) unit of liquid chromatograph-hyphenated quadrupole and high resolution mass spectrometer hybrid system",Agri-food and Veterinary Authority,22-11-2016,Awarded to Suppliers,THERMO FISHER SCIENTIFIC PTE. LTD.,626283.1,3,1
AVA000ETT16000007,Tender for provision of bus transportation services for a period of three (3) years,Agri-food and Veterinary Authority,06-06-2016,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,18855,3,1
AVA000ETT16000008,"Tender for the Provision of Armed Security Guards at Senoko Fishery Port for a period of five years, where 4th and 5th years are optional",Agri-food and Veterinary Authority,29-07-2016,Awarded to Suppliers,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,3262344,3,1
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,02-12-2016,Awarded to Suppliers,ALS TECHNICHEM (SINGAPORE) PTE LTD,54000,3,1
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,02-12-2016,Awarded to Suppliers,COVANCE (ASIA) PTE LTD,52000,3,1
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,02-12-2016,Awarded to Suppliers,Setsco Services Pte Ltd,73980,3,1
AVA000ETT16000009,Tender for Laboratory testing services for selected food safety tests (for period of six months with option to extend by another six months),Agri-food and Veterinary Authority,02-12-2016,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,3000,3,1
AVA000ETT16000010,Tender for the venue rental and banqueting services for Agri-Food and Veterinary Authority's Food Safety Awards Night 2016,Agri-food and Veterinary Authority,26-05-2016,Awarded to Suppliers,MARINA BAY SANDS PTE. LTD.,66605,3,1
AVA000ETT16000011,"Tender for the Supply of labour, machinery, equipment, materials, and other logistics arrangements for the improvement works on drain covers and drains at Senoko Fishery Port's Market Area",Agri-food and Veterinary Authority,12-10-2016,Awarded to Suppliers,HBB ENGINEERING PTE. LTD.,100000,3,1
AVA000ETT16000012,"Tender for the Letting of Market Lot No. 1, 33, 49, 80 & 82 at Jurong Fishery Port for a term of three years",Agri-food and Veterinary Authority,08-07-2016,Awarded to Suppliers,SOON GUAN FISHERY CO,1750,3,1
AVA000ETT16000013,"Tender for the Letting of Market Lot No. 9, 29 and Ice Crusher Stall No. #01-02 at Senoko Fishery Port for a term of three years",Agri-food and Veterinary Authority,05-07-2016,Awarded to Suppliers,UNI-TAT ICE & MARKETING PTE LTD,3388,3,1
AVA000ETT16000014,Tender for two-year period contract for the supply and delivery of disposable centrifugal filtering devices for lab use at Agri-Food & Veterinary Authority No. 10 Perahu Road (S718837),Agri-food and Veterinary Authority,03-11-2016,Awarded to Suppliers,MERCK PTE. LTD.,262500,3,1
AVA000ETT16000015,Tender for AVA Data Centre System Maintenance,Agri-food and Veterinary Authority,30-06-2016,Awarded to Suppliers,DC-FM PTE. LTD.,685251.6,3,1
AVA000ETT16000016,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,Agri-food and Veterinary Authority,07-10-2016,Awarded to Suppliers,CHEMIKALIE PTE. LTD.,68796,3,1
AVA000ETT16000016,Tender for two-year period contract for the supply and delivery of autosampler vials for lab use,Agri-food and Veterinary Authority,07-10-2016,Awarded to Suppliers,FISHER SCIENTIFIC PTE LTD,7657.5,3,1
AVA000ETT16000019,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",Agri-food and Veterinary Authority,27-12-2016,Awarded to Suppliers,AITBIOTECH PTE. LTD.,109875,3,1
AVA000ETT16000019,"Tender for two-year period contract for sequencing, oligonucleotide and probe synthesis services",Agri-food and Veterinary Authority,27-12-2016,Awarded to Suppliers,Sigma-Aldrich Pte Ltd,87663,3,1
AVA000ETT16000021,Tender for the site clearance works at Lim Chu Kang,Agri-food and Veterinary Authority,11-11-2016,Awarded to Suppliers,PENG CHUAN ENGINEERING CONSTRUCTION PTE. LTD.,252000,3,1
AVA000ETT16000023,Tender for Event Management Services for ASEAN Meeting in 2016,Agri-food and Veterinary Authority,08-09-2016,Awarded to Suppliers,THE EVENTS STATION PTE. LTD.,100920,3,1
AVA000ETT16000025,Tender for appointment of external auditor,Agri-food and Veterinary Authority,01-12-2016,Awarded to Suppliers,BDO LLP,290000,3,1
AVA000ETT16000039,Tender for event management services for responsible pet ownership event,Agri-food and Veterinary Authority,22-11-2016,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,80000,3,1
BCA000ETT14000041,"Nominated Sub-Contract For The Design, Supply, Delivery, Install And Testing & Commissioning Of Rotating Platform For The Proposed BCA User Test Bed Facility",Building and Construction Authority,03-03-2015,Awarded to Suppliers,BHL CONSTRUCTION PTE. LTD.,1032000,3,1
BCA000ETT14000053,"Build, Operate and Manitain Contract for the Proposed BCA User Test Bed Facility and Acclimatization Lounge at the Rooft Level of an 8 Storey Building on LOT 14256T MK18 at BCA Academy, 200 Braddell Road (Bishan Planning Area)",Building and Construction Authority,02-03-2015,Awarded to Suppliers,SANYO ENGINEERING & CONSTRUCTION INC.,4551700,3,1
BCA000ETT14000057,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR WESTERN CLUSTER COMPRISING CHUA CHU KANG, JURONG, TANJONG PAGAR AND WEST COAST TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP) PHASE 3",Building and Construction Authority,22-04-2015,Awarded to Suppliers,MASTERCRAFT SYSTEMS PRIVATE LIMITED,1418000,3,1
BCA000ETT14000059,"PROPOSED IMPROVEMENT WORKS TO PRIVATE ESTATES FOR CENTRAL CLUSTER COMPRISING ALJUNIED, ANG MO KIO-YIO CHU KANG, BISHAN-TOA PAYOH, HOLLAND-BUKIT PANJANG, HOUGANG, PASIR RIS-PUNGGOL, POTONG PASIR AND SEMBAWANG-NEE SOON TOWNS UNDER THE INTERIM ESTATE UPGRADING PROGRAMME (I-EUP) PHASE 3",Building and Construction Authority,11-02-2015,Awarded to Suppliers,JEI FONG ENGINEERING PTE. LTD.,788000,3,1
BCA000ETT14000061,Appointment of an integrated marketing communications agency to conceptualise and manage the publicity campaign for Singapore Green Building Day 2015,Building and Construction Authority,16-01-2015,Awarded to Suppliers,XOD BOX PTE. LTD.,323002.1,3,1
BCA000ETT14000062,"PROPOSED PAINTING & SIGNAGE TO ENTIRE CAMPUS AND A&A WORKS TO CLASSROOMS, LECTURE ROOMS, DESIGN STUDIOS, IT CLASSROOM, OFFICE AND TOILETS TO BLOCK C & H IN BCA ACADEMY",Building and Construction Authority,30-01-2015,Awarded to Suppliers,SH INTEGRATED SERVICES PTE. LTD.,4068330,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,ARUP SINGAPORE PRIVATE LIMITED,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,ECAS CONSULTANTS PTE. LTD.,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,KTP CONSULTANTS PTE LTD,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,Lim Kim Cheong Consultants,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,Meinhardt (Singapore) Pte Ltd,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,RSP Architects Planners & Engineers (Pte) Ltd,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,T.Y.LIN INTERNATIONAL PTE. LTD.,1,3,1
BCA000ETT14000065,PROVISION OF PROFESSIONAL ENGINEERING CONSULTANCY SERVICES TO BUILDING AND CONSTRUCTION AUTHORITY FOR A PERIOD OF THREE (3) YEARS WITH THE OPTION TO EXTEND ANOTHER (2) YEARS,Building and Construction Authority,21-09-2015,Awarded to Suppliers,WSP CONSULTANCY PTE. LTD.,1,3,1
BCA000ETT14000066,"NOMINATED SUB-CONTRACT FOR THE DESIGN,SUPPLY,DELIVERY,INSTALL & TESTING & COMMISSIONING OF DATA ACQUISITION BUILDING MANAGEMENT SYSTEM FOR THE PROPOSED BCA USER TEST BED FACILITY",Building and Construction Authority,30-03-2015,Awarded to Suppliers,QUANTUM AUTOMATION PTE LTD,295000,3,1
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30-01-2015,Awarded to Suppliers,ADMATERIALS TECHNOLOGIES PTE. LTD.,1150,3,1
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30-01-2015,Awarded to Suppliers,Setsco Services Pte Ltd,1850,3,1
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30-01-2015,Awarded to Suppliers,TUV SUD AL TECHNOLOGIES PTE. LTD.,2025,3,1
BCA000ETT14000068,Term contract for evaluation of essential construction materials (Sand & Granite),Building and Construction Authority,30-01-2015,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,2000,3,1
BCA000ETT14000069,APPOINTMENT OF A VENDOR TO MANAGE BCA'S BUILD IT GREEN (BIG) CLUB FOR A PERIOD OF 2 YEARS,Building and Construction Authority,15-01-2015,Awarded to Suppliers,Star Horizon Learning Pte Ltd,124000,3,1
BCA000ETT14000070,"Design, development and commissioning of a Test Marking System to allow automated generating of theory and practical test papers from the question bank, marking of theory tests with Optical Mark Readers and practical tests deploying the use of tablets and administration of test results with the option to award up to five years of annual maintenance services for this system",Building and Construction Authority,24-04-2015,Awarded to Suppliers,HEULAB PTE. LTD.,505000,3,1
